entity,dbpedia
Q1787823,Pycnodontiformes
Q178790,Trade_union
Q178792,Delain
Q178794,Watch
Q1788002,SPK_(band)
Q178803,International_trade
Q178810,Syrian_civil_war
Q1788115,Kretinga
Q178817,ASP.NET
Q1788226,Time_Team
Q178823,Carl_Linnaeus_the_Younger
Q178824,Blizzard_Entertainment
Q1788333,You_Can%27t_Hurry_Love
Q178837,Disney_Channel
Q1788377,Lay_Lady_Lay
Q17884,LGBT
Q1788419,Some_Kind_of_Trouble
Q178848,University_of_Notre_Dame
Q1788485,Barons%27_Crusade
Q178855,Boto%C8%99ani
Q178861,Boto%C8%99ani_County
Q1788657,Northern_England
Q17887,Jack_Clayton
Q178872,Saint-Louis_Region
Q178878,B%C3%A9k%C3%A9scsaba
Q1788804,War_Cross_(Greece)
Q178882,Kristen_Bell
Q1788876,War_Merit_Cross
Q178888,Fatah
Q17889,John_M._Clayton
Q1789026,Baridinae
Q178903,Alexander_Hamilton
Q1789030,National_Medal_of_Arts
Q1789188,Sun_Hung_Kai_Properties
Q178922,Andrew_Weatherall
Q178925,Gran_Canaria
Q1789258,Om_(band)
Q1789260,The_Only_Ones
Q1789273,Franco_Montoro
Q1789315,Tony_Harnell
Q178934,Occult
Q1789376,Battle_of_Kwajalein
Q178943,Little_Boots
Q178963,Fereydoun_Farrokhzad
Q178969,Labyrinth_(band)
Q1789802,Patrick_O%27Connell_(footballer)
Q1789910,YTV_(Canadian_TV_channel)
Q178994,Australian_Antarctic_Territory
Q1789959,Abyssocottinae
Q1790,Kim_Wilde
Q179002,G1_Beijing%E2%80%93Harbin_Expressway
Q179010,Kebab
Q179012,Project_management
Q1790231,Winnie_Holzman
Q179025,Jean_Anouilh
Q179026,Large_Professor
Q179029,Sabah
Q1790356,Tell_It_Like_It_Is_(song)
Q179036,Catholic_University_of_America
Q1790396,Thomas_Overbury
Q179041,Lisa_Kudrow
Q1790472,Robert_Benchley
Q17905,Martin_Schulz
Q179059,A._J._Cronin
Q179073,Protectionism
Q179075,FC_Dynamo_Kyiv
Q1790788,Pat_O%27Brien_(actor)
Q1790805,Gmina_Ksi%C4%85%C5%BC_Wielki
Q179090,Aaron_Burr
Q1790904,Dharwad_district
Q179098,Parapsychology
Q179109,Roland_Barthes
Q179111,Social_Democratic_Party_of_Austria
Q179120,Charles_de_Bonchamps
Q179126,John_Ruskin
Q179138,Liga_TDP
Q1791385,108_(band)
Q1791430,Lima_Duarte
Q1791484,Copromorphidae
Q17915,Aragatsotn_Province
Q179150,Sonny_Bono
Q1791525,Daniel_Filho
Q179157,The_Notorious_B.I.G.
Q179164,Unitary_state
Q179168,Structuralism
Q179180,Varberg_Municipality
Q1792,Gda%C5%84sk
Q179200,Metro-Goldwyn-Mayer
Q179206,Metropolitan_Borough_of_St_Helens
Q179221,Silly_Wizard
Q179224,Dover
Q179226,Equestrianism
Q179232,Interior_design
Q179235,Phenomenology_(philosophy)
Q179242,Laurent_Gbagbo
Q179248,Albanians
Q179250,French_invasion_of_Russia
Q179251,Morava_(river)
Q179254,Gelatin
Q179257,Timbaland
Q179259,Crowborough
Q179275,Insurgency_in_Khyber_Pakhtunkhwa
Q179282,Steven_Weinberg
Q1792838,Waterloo_Sunset
Q1792879,Canning_Town
Q179295,Dallas%E2%80%93Fort_Worth_metroplex
Q179310,Computing
Q179313,Alderney
Q179325,County_Sligo
Q179336,"Puyallup,_Washington"
Q1793367,Kurt_Ballou
Q179351,City_of_Westminster
Q1793808,New_Zealand_Liberal_Party
Q179385,Greenwich
Q179396,Paraguay_River
Q1794,Frankfurt
Q179406,Grimsby
Q179414,Kate_Beckinsale
Q1794153,John_Patterson_(director)
Q179424,County_Donegal
Q17943,"Arlington,_Texas"
Q179437,County_Roscommon
Q1794406,Stone_(band)
Q179444,Potomac_River
Q179448,Noise
Q179463,Sion_Sono
Q1794651,Peter_Cox_(musician)
Q179493,Bertil_Ohlin
Q179496,Margaret_Leighton
Q179497,Oliver_Stone
Q1795027,Philles_Records
Q1795038,Kyle_Cook
Q179508,Carry_On_Doctor
Q1795082,Kylesa
Q1795487,Drew_University
Q17955,Criticism
Q179553,"Saanich,_British_Columbia"
Q179555,Babaloo_Mandel
Q179559,Arad_County
Q179567,Arge%C8%99_County
Q179570,Kairouan
Q179576,Gael_Garc%C3%ADa_Bernal
Q179585,Ploie%C8%99ti
Q179588,Bihor_County
Q179593,Danja_(record_producer)
Q1795936,King_Faisal_Prize
Q1796019,Max_Reichmann
Q179608,Nanning
Q1796224,Metropolitan_Borough_of_Hackney
Q1796262,Rhett_Davies
Q1796276,Stefan_Czapsky
Q179636,CMT_(American_TV_channel)
Q179645,Shinjuku
Q179652,Steel_Panther
Q179657,Dante_Spinotti
Q179658,FCSB
Q1796621,S%C3%AEngerei_District
Q179665,Urmia
Q179670,Battle_of_Gaugamela
Q179673,Beauty_and_the_Beast_(1991_film)
Q179682,Bj%C3%B6rn_Ulvaeus
Q179691,Niigata_(city)
Q179694,Jimmy_Ruffin
Q179695,Ismail_Kadare
Q179700,Statue
Q179711,Dendrelaphis
Q1797162,Artistic_director
Q1797245,Bhopal_district
Q1797269,Nashik_district
Q1797274,Chandrapur_district
Q1797291,Jalgaon_district
Q1797306,Nainital_district
Q1797312,Kolhapur_district
Q1797317,Surat_district
Q179732,Nathan_Deal
Q1797326,Saharanpur_district
Q1797336,Pune_district
Q1797344,Junagadh_district
Q1797349,Navsari_district
Q1797367,Nagpur_district
Q1797372,Chamoli_district
Q1797389,Parbhani_district
Q1797428,Regina_Duarte
Q1797448,Connecticut_College
Q1797566,Haydn_Bendall
Q179759,Al-Kindi
Q1797609,Hampden%E2%80%93Sydney_College
Q179767,X_Japan
Q1797743,Crash_(2008_TV_series)
Q1797768,Kenyon_College
Q179779,Bac%C4%83u_County
Q1797798,L.V._(singer)
Q17978,Toronto_Transit_Commission
Q1797817,Hampton_University
Q17979312,9TV
Q1797964,Marc_Guggenheim
Q179805,Political_philosophy
Q1798108,Parry_Sound_District
Q179815,"Durham,_England"
Q179829,Ethiopian_Orthodox_Tewahedo_Church
Q179830,Jelgava
Q179835,De_Havilland_Vampire
Q1798410,Steve_Fisk
Q17984356,War_in_Iraq_(2013%E2%80%932017)
Q1798499,Nova_Southeastern_University
Q1798506,Cerithiidae
Q17985420,The_Affair_(TV_series)
Q1798554,Adam_and_the_Ants
Q1798571,Nationalist_People%27s_Coalition
Q179858,Urho_Kekkonen
Q17985937,Black_Butter_Records
Q1798603,String_instrument
Q1798612,Mercer_University
Q1798619,Lipscomb_University
Q17986499,Cinema_Management_Group
Q17986725,The_Night_Of
Q179871,Eisaku_Sat%C5%8D
Q1798747,Andahuaylas_Province
Q1798750,"Anand,_Gujarat"
Q179876,Kingdom_of_England
Q179877,Jonathan_M._Shiff
Q179888,Aristide_Briand
Q1798945,La_Matap%C3%A9dia_Regional_County_Municipality
Q179898,Masterplan_(band)
Q1798988,Swimming_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metre_freestyle_relay
Q1799,Wroc%C5%82aw
Q179910,V%C3%B5_Nguy%C3%AAn_Gi%C3%A1p
Q179922,Goldwyn_Pictures
Q179930,%C3%87anakkale_Dardanelspor
Q1799314,MC_Lars
Q179933,Ba%27ath_Party
Q1799438,Michael_Thomas_(drummer)
Q179948,%C3%89vora
Q179950,"Denali_Borough,_Alaska"
Q1799518,2009_in_music
Q1799526,Labrador_Records
Q1799545,Philippine_Army
Q179975,Chinese_Civil_War
Q179982,Furio_Scarpelli
Q179986,Strzelin_County
Q1799872,Rowan_University
Q1799903,V8_(band)
Q1799996,Ladislaus_Vajda
Q18,South_America
Q180,Wikimedia_Foundation
Q1800,Kochi
Q180004,Fergie_(singer)
Q180011,Brenda_Song
Q18001561,Phyno
Q180019,Otis_Taylor_(musician)
Q180029,Peter_Pau
Q18003119,Palghar_district
Q1800390,Naval_Air_Station_North_Island
Q1800397,Julie_Gardner
Q1800541,Laguna_de_Santa_Rosa
Q180057,"Lincoln,_England"
Q180059,New_Zealand_First
Q180068,Kohgiluyeh_and_Boyer-Ahmad_province
Q180072,Billboard_Hot_100
Q180075,North_Khorasan_province
Q180078,Kermanshah
Q180083,Menton
Q180086,Galicia_(Eastern_Europe)
Q180087,Night_fighter
Q1801007,Lake_Michigan_Shore_AVA
Q180103,Ardabil
Q18010309,List_of_Hungarian_football_transfers_summer_2014
Q18010990,Apple_Pay
Q180110,Stewart_Rome
Q18011049,Dune_(franchise)
Q1801120,Lake_of_the_Ozarks
Q18011915,Recchia_(beetle)
Q1801214,Branislav_Lala_Kova%C4%8Dev
Q18013,"Sacramento,_California"
Q180131,Gabrovo
Q180139,Hradec_Kr%C3%A1lov%C3%A9
Q1801441,Ivar_Bj%C3%B8rnson
Q1801449,Sharlee_D%27Angelo
Q18014970,Tierra_de_reyes
Q18015490,People%27s_Front_(Ukraine)
Q18016111,Robert_Young_(musician)
Q1801613,South_of_Scotland_Football_League
Q18016138,Yemi_Alade
Q180173,Glider_(sailplane)
Q180176,Kozani
Q1801761,Lanark_County
Q180182,Battle_of_Iwo_Jima
Q1801826,Lancia_Appia
Q180187,Honduras_national_football_team
Q18019815,The_Gentle_Storm
Q1802,Daniel_Balavoine
Q180200,Harju_County
Q180209,Isles_of_Scilly
Q18021,Biella
Q1802106,Rory_O%27Hanlon
Q180215,Macap%C3%A1
Q18022181,Bruno_Matos
Q180224,Lenny_Kravitz
Q180226,"Rancho_Palos_Verdes,_California"
Q180228,Smallville
Q180231,County_Kilkenny
Q180233,Pori
Q180251,Paddy_Chayefsky
Q180252,Lewis_Black
Q180258,Urolophidae
Q180268,Gospel_music
Q180272,Gary_Sinise
Q180277,Hansa_Records
Q1802784,Sobhan_Babu
Q180280,Turgut_%C3%96zal
Q180294,Jaffa
Q180298,Walt_Disney_Animation_Japan
Q180305,AS_Monaco_FC
Q1803051,Gecarcinidae
Q1803090,Reginald_Denny_(actor)
Q180319,"Danny_Wilson_(footballer,_born_1960)"
Q180330,Farah_Province
Q180333,Fo%C4%8Da
Q180338,Christopher_Lee
Q1803640,Patriotic_Party_(Guatemala)
Q1803687,Ya_Boy
Q1803708,Nigel_Lythgoe
Q1803720,Peter_Asher
Q180374,Frank_Gehry
Q180377,Raymond_Chandler
Q180379,R%C4%93zekne
Q180383,Helen_Clark
Q1803842,Minus_the_Bear
Q180387,Sunday_Silence
Q180388,Waste_management
Q180393,Kingdom_of_the_Two_Sicilies
Q1803998,Barry_O%27Farrell
Q180402,Yosemite_National_Park
Q180415,Ghazni_Province
Q180418,West_End_Girls
Q180420,Ross_County_F.C.
Q18042821,The_Madden_Brothers
Q18044038,Andrew_Hauptman
Q18044251,Mick_Jenkins_(rapper)
Q18044284,Jon_Bellion
Q180453,Dolly_Parton
Q180455,Aristotle_Onassis
Q1804597,Lesley_Selander
Q180475,FC_Chernomorets_Novorossiysk
Q180479,Donbass_Arena
Q180484,Epirus_(region)
Q1804845,Lang_Jeffries
Q180490,Populism
Q1804942,Centre_College
Q180502,Parasitology
Q1805082,Udham_Singh_Nagar_district
Q1805085,Chapman_University
Q1805145,Abilene_Christian_University
Q1805178,Shawn_Stockman
Q1805202,Baldwin_Wallace_University
Q180522,Aqaba
Q1805243,Alcorn_State_University
Q1805330,"Langley,_British_Columbia_(district_municipality)"
Q180536,Philosophy_of_mathematics
Q180560,Philip_Seymour_Hoffman
Q180573,South_Vietnam
Q1805782,Rufus_Thomas
Q180582,Bauhaus_(band)
Q1805889,801_(band)
Q180589,Boris_Johnson
Q1805899,Laredo_Bucks
Q1805906,Larenz_Tate
Q180592,Social_philosophy
Q1805943,Lari_White
Q180598,The_Smiths
Q1806036,Larry_Campbell_(musician)
Q1806065,Larry_Gelbart
Q1806079,Larry_Klein
Q1806111,Larry_Rosen_(producer)
Q180619,Stephen_Jay_Gould
Q180626,Jin_Yong
Q1806264,The_Flying_Luttenbachers
Q1806300,The_Citadel
Q18063286,Strawberry_Lane
Q180634,Distributed_computing
Q1806435,Caylloma_Province
Q1806583,Robert_D._Webb
Q180659,Battle_of_Wilson%27s_Creek
Q180661,Dino_Zoff
Q180665,Sarah_Michelle_Gellar
Q1806765,Up_All_Night_(TV_series)
Q1806794,Chuck_Comeau
Q1806831,Late_Night_with_David_Letterman
Q1806882,Allis-Chalmers
Q1806970,Latin_Playboys
Q1806984,Saunders-Roe
Q1806985,Sharon_Osbourne
Q1807009,Why_Do_Fools_Fall_in_Love_(song)
Q1807026,FC_Roseng%C3%A5rd
Q1807048,"Latta,_South_Carolina"
Q18071093,Galantis
Q180717,Sousse
Q18071930,Siege_of_Koban%C3%AE
Q180723,Ami_Suzuki
Q1807259,"Portland,_Indiana"
Q1807266,"Shepherdstown,_West_Virginia"
Q180727,John_Cage
Q1807293,Para%C3%ADba_do_Sul
Q180731,"Gradi%C5%A1ka,_Bosnia_and_Herzegovina"
Q180733,Lute
Q1807380,NK_Istra
Q180743,Modri%C4%8Da
Q1807439,Enk%C3%B6pings_SK_FK
Q180744,Brass_instrument
Q1807479,Ron_Jones_(composer)
Q180751,Vancouver_Royals
Q180755,Sokolac
Q180756,Scania
Q1807574,Psyclon_Nine
Q1807596,Aldridge
Q1807651,The_Music
Q1807660,"Mandeville,_Jamaica"
Q180769,C%C3%A9sar_Arzo
Q1807708,Youth_Brigade_(band)
Q180772,Kreayshawn
Q180774,Dystopia
Q180785,"Otter_Tail_County,_Minnesota"
Q180788,National_Gallery
Q180791,Rogatica
Q180795,Muhammad_Khatami
Q180798,Andorra_national_football_team
Q180800,Azerbaijan_national_football_team
Q1808004,Laurence_Mark
Q1808024,Laurence_Stallings
Q180803,Truro
Q1808041,GVB_(Amsterdam)
Q1808045,Superchick
Q180810,Mtskheta
Q1808154,Laurent_W%C3%A9ry
Q1808173,Parazi%C8%9Bii
Q180819,Lev_Vygotsky
Q180824,Ustipra%C4%8Da
Q180836,Charlotte_Perrelli
Q1808409,Tit%C3%A3s
Q1808428,Lauro_Escorel
Q180845,Bulgaria_national_football_team
Q1808450,Battle_of_Buena_Vista
Q180846,Supermarket
Q180850,Tom_Jones_(singer)
Q1808502,"Trail,_British_Columbia"
Q180852,Zhang_Ziyi
Q1808542,National_Amusements
Q180855,Heineken_N.V.
Q18085522,Sue_(Or_in_a_Season_of_Crime)
Q18085593,81st_Pennsylvania_Infantry_Regiment
Q180856,Choreography
Q180857,Wales_national_football_team
Q18085820,The_Last_Kingdom_(TV_series)
Q180861,Roger_Waters
Q180865,University_of_Toronto
Q1808658,Solsbury_Hill_(song)
Q1808682,Music_for_Nations
Q180871,Compi%C3%A8gne
Q1808718,Lautoka_F.C.
Q180875,"Jo%C3%A3o_Carlos_(footballer,_born_1972)"
Q180880,Pantera
Q1808804,The_Rose_(song)
Q1808977,Hockey_Night_in_Canada
Q1808987,Breaker_High
Q180899,Al_Dubin
Q180902,Socialist_realism
Q180903,Natsume_S%C5%8Dseki
Q1809073,The_Women_(2008_film)
Q180910,Leisure
Q180911,Ghazi_Mashal_Ajil_al-Yawer
Q1809118,Vitaphone
Q1809170,Scott_La_Rock
Q180918,Paphos
Q180919,Natalie_Wood
Q180921,Omdurman
Q1809230,Gmina_Rzewnie
Q1809286,Lawrence_University
Q1809323,United_Democratic_Party_(Belize)
Q1809351,Battle_of_Gaines%27_Mill
Q18094,Honolulu
Q1809403,Vertiginidae
Q180942,Shia_LaBeouf
Q1809457,Laz%C4%83r_%C8%98%C4%83ineanu
Q180950,Oklahoma_City_Thunder
Q1809510,Liga_Premier_de_M%C3%A9xico
Q18095508,Langsdorfia
Q180958,Faculty_(division)
Q180962,Norman_Mailer
Q1809674,Granny_(Looney_Tunes)
Q180969,Algebraic_geometry
Q18097,Korea
Q180975,Andrew_Lloyd_Webber
Q180976,Transvision_Vamp
Q18097605,Timothy_Bloom
Q1809773,Skitsystem
Q1809800,Mordellistena
Q1809816,Volvo_FH
Q18098194,Haas_G
Q1809823,Pablo_Records
Q1809831,United_Farmers_of_Alberta
Q1809842,The_Riches
Q18098542,Clair_Marlo
Q1809861,John_Ford_(musician)
Q1809883,The_Man_Who_Laughs_(1928_film)
Q1809910,Le_Granit_Regional_County_Municipality
Q1809971,Pattaya_United_F.C._(2008)
Q1809982,Mentioned_in_dispatches
Q181,Jimmy_Wales
Q181001,Erotica
Q1810016,Joe_Henry
Q181002,Peugeot_505
Q181004,"Madawaska_County,_New_Brunswick"
Q1810072,Le_Plateau-Mont-Royal
Q181010,Hard_bop
Q1810123,Wichita_Recordings
Q1810131,"Tri-Cities,_Washington"
Q181015,"Charleston_County,_South_Carolina"
Q18102,Saint-Mand%C3%A9
Q1810368,Heartbeat_(British_TV_series)
Q1810389,PTT_Public_Company_Limited
Q1810437,BBC_Choice
Q1810439,Local_H
Q181049,Abu_Musab_al-Zarqawi
Q1810546,Turkish_folk_music
Q181055,Hot_dog
Q181056,"Boa_Vista,_Roraima"
Q1810586,La_Matanie_Regional_County_Municipality
Q1810678,AC_L%C3%A9opards
Q1810731,"Union,_South_Carolina"
Q1810766,Leatherhead
Q1810769,Leathermouth
Q1810784,KF_Himara
Q18109798,FC_Arsenal-2_Tula
Q18110033,Baby_(director)
Q1811026,Netherlands_national_under-21_football_team
Q181103,Balochistan
Q1811037,Noah_and_the_Whale
Q18110648,Blue_Light_(TV_series)
Q18111,Li_Keqiang
Q181114,Chrysler
Q1811175,Prestige_Records
Q18111960,FC_Domodedovo_Moscow
Q1811198,Mudcrutch
Q1811212,The_Nightwatchman
Q1811235,Mstrkrft
Q1811258,"Dartmouth,_Massachusetts"
Q181133,Trotskyism
Q181139,Ramon_Menezes
Q181140,Rachel_Griffiths
Q181144,Orange_Caramel
Q1811503,Tr%C3%ADona_N%C3%AD_Dhomhnaill
Q1811603,Blowfly_(musician)
Q1811605,Rother_District
Q1811612,Asgeir_Mickelson
Q1811622,The_Last_Poets
Q1811634,Ledisi
Q1811669,"Landover,_Maryland"
Q1811712,Lee_Batchelor
Q1811722,Anton_Newcombe
Q1811729,Lee_Brice
Q181177,Cranfield_University
Q1811825,One_Day_as_a_Lion
Q1811870,Phantom_Blue
Q181190,Bosnia_and_Herzegovina_national_football_team
Q1811951,Lee_Rich
Q1811953,Lee_Roy_Parnell
Q1811998,Lee_Smith_(film_editor)
Q1812027,Lee_Tracy
Q181209,Suceava_County
Q1812121,Scotland_national_under-21_football_team
Q18121212,American_intervention_in_the_Syrian_civil_war
Q1812128,Ib_Sch%C3%B8nberg
Q1812146,United_Party_(South_Africa)
Q181216,HNK_Hajduk_Split
Q1812222,Okanagan
Q1812233,Logo_TV
Q181228,Puppet_Master_(film_series)
Q181229,Jennifer_Beals
Q18123226,Rae_Sremmurd
Q18123902,Muchacha_italiana_viene_a_casarse_(2014_TV_series)
Q181241,The_Heavy_(band)
Q18124334,Sarvottam_Badami
Q1812475,Stainless_Games
Q1812482,Everybody%27s_Changing
Q18125,Manchester
Q18125170,Fabio_Golfetti
Q18125407,Stuart_Cash
Q1812557,Shahjahanpur_district
Q181257,Prostate_cancer
Q18125755,List_of_Serbian_football_transfers_summer_2014
Q1812600,Brooklyn_Law_School
Q181261,Charles_Albert_of_Sardinia
Q1812612,The_Idle_Race
Q18126545,List_of_Finnish_football_transfers_summer_2014
Q18126546,List_of_Greek_football_transfers_summer_2014
Q18126552,List_of_Maltese_football_transfers_summer_2014
Q181268,Nesomyinae
Q18126899,Kollam_Municipal_Corporation
Q181269,Alen%C3%A7on
Q18127,Record_label
Q18127049,Ironi_Nesher_F.C.
Q18127102,Pappanamkodu_Lakshmanan
Q181274,George_Fisher_(musician)
Q181276,Szolnok
Q1812766,Legio_XI_Claudia
Q18127785,Crossbelt_Mani
Q18127787,M._Mani
Q181280,Ronnie_Vannucci_Jr.
Q1812809,Ulsteinvik
Q1812815,Tumbling_Dice
Q18128233,FC_Solyaris_Moscow
Q18128350,My_Fair_Princess_III
Q18128465,Stuttgarter_Kickers_II
Q181285,Cambrai
Q18128755,FC_Tom-2_Tomsk
Q18128890,List_of_Turkish_football_transfers_summer_2014
Q18128965,2014%E2%80%9315_V_AFG
Q18129096,FC_Voluntari
Q18129467,Zira_FK
Q18129834,Brachylia
Q18129934,Endoxyla_(moth)
Q1813,Saint-Tropez
Q18130044,Haberlandia
Q18130237,Skeletophyllon
Q1813028,Hyaloscyphaceae
Q18130300,Trismelasmos
Q181321,Brookside_(TV_series)
Q181341,Godspeed_You!_Black_Emperor
Q181342,Trnava_Region
Q181343,Ercole_Spada
Q1813449,"Oviedo,_Florida"
Q18135060,Christian_Kern
Q181359,Talavera_de_la_Reina
Q1813595,Serbian_First_League
Q1813600,Nasserism
Q1813605,Split_Enz
Q181370,"Lexington,_North_Carolina"
Q181376,Grodno
Q1813761,University_of_the_Incarnate_Word
Q1813766,Socialist_Party_(Argentina)
Q18137925,Rhodopteriana
Q1813795,White_River_(Arkansas%E2%80%93Missouri)
Q181383,Mahathir_Mohamad
Q1813833,Eagle_Rock_Entertainment
Q1813840,Allen_(collaborative_projects)
Q1813948,Prestatyn
Q1813969,Welshpool_Town_F.C.
Q1813995,Obie_Award
Q1814078,Bodish_languages
Q181413,Julie_Christie
Q1814203,Lucanas_Province
Q1814208,Metra
Q1814228,Antabamba_Province
Q1814234,Aymaraes_Province
Q181425,Chow_Yun-fat
Q1814253,Condesuyos_Province
Q1814269,Scorn_(band)
Q1814435,University_of_New_England_(Australia)
Q1814443,Tamil_United_Liberation_Front
Q181457,SNH48
Q181461,"Downing_College,_Cambridge"
Q1814649,Manang_Marshyangdi_Club
Q1814667,"Hinton,_West_Virginia"
Q1814675,Jaya_(singer)
Q181475,Orange_River
Q1814758,Virginia_Union_University
Q1814766,The_Coup
Q18148009,CNN_Indonesia
Q181482,Darling_River
Q18148232,Brooklyn_Bolts
Q18148271,Charlotte_Independence
Q18148291,126th_New_York_Infantry_Regiment
Q181483,Jackie_Wilson
Q181484,Sia
Q1814850,Whitehead_Prize
Q18148649,Aniversario_de_Arena_M%C3%A9xico
Q18148653,52nd_New_York_Infantry_Regiment
Q18148659,57th_New_York_Infantry_Regiment
Q18148675,66th_New_York_Infantry_Regiment
Q18148701,Axwell_%26_Ingrosso
Q18148945,Azar_Swan
Q181490,Teri_Hatcher
Q18149041,Criminal_(2016_film)
Q181492,Mockingbird_Lane
Q18149287,California_Music
Q18149349,Centuries_(song)
Q1814964,Nara_Cercle
Q18149651,Empire_Distribution
Q1814972,"Luverne,_Minnesota"
Q1814982,University_of_Chicago_Press
Q18149903,Devil_City_Angels
Q18150458,Robert_Guenette
Q18150539,The_Heap_(Fargo)
Q1815107,Uraniidae
Q181513,Bistri%C8%9Ba-N%C4%83s%C4%83ud_County
Q18151412,KLCN
Q18151459,KOKN
Q18151472,WLYY_(FM)
Q18151483,KQXF
Q18151598,The_Late_Show_with_Stephen_Colbert
Q18151782,Nightdive_Studios
Q181519,SKE48
Q1815225,Gmina_Skarbimierz
Q1815245,Rajkot_district
Q18152647,Mello_Music_Group
Q181529,Herbert_A._Simon
Q1815297,USL_Dunkerque
Q1815299,Gmina_Radzy%C5%84_Che%C5%82mi%C5%84ski
Q181533,Bosnian_War
Q18153301,Al_Hurricane_Jr.
Q1815345,Diet_Coke
Q18153623,The_Rooster_Prince_(Fargo)
Q18153648,Jack_%C3%9C
Q1815367,Serampore
Q1815371,National_Institute_of_Dramatic_Art
Q18153761,Joywave
Q18153813,Kansas_City_Red
Q18153939,Shadows_(Agents_of_S.H.I.E.L.D.)
Q1815399,South_African_Army
Q18154031,Show_Me_a_Hero
Q1815406,Necrodeath
Q18154737,Neil_Dorfsman
Q18154882,Texas_Rising
Q1815526,Renfrew_County
Q18155417,Under_Pressure_(album)
Q1815566,Manitoulin_District
Q181557,Kaohsiung
Q18155786,Julio_Guti%C3%A9rrez_(musician)
Q18155808,Who_Shaves_the_Barber%3F
Q1815593,United_Counties_of_Prescott_and_Russell
Q1815691,Red_Bull_Records
Q1815710,De_La_Salle_University
Q18157161,KOUI_(FM)
Q1815723,SC_Abbeville
Q18157265,Fats_Comet
Q1815740,Dehradun_district
Q18157410,Hold_You_Down_(DJ_Khaled_song)
Q18157619,Real_Monarchs
Q18157686,Monkeemania_(The_Very_Best_of_the_Monkees)
Q1815770,No_Limit_Records
Q1815773,Hisar_district
Q181578,Qazvin
Q18157906,No_For_An_Answer
Q18157965,Nothing_More
Q18158141,Operation:_Mindcrime_(band)
Q18158379,Jack_Pleis
Q181584,SDN48
Q181586,Bingu_wa_Mutharika
Q18158826,Noah_Rubin_(music_executive)
Q18159592,Iranian_intervention_in_Iraq_(2014%E2%80%93present)
Q18159629,American-led_intervention_in_Iraq_(2014%E2%80%932021)
Q1815973,Lost_Boyz
Q18159769,Break_the_Rules_(Charli_XCX_song)
Q1815983,Union_Nationale_(Quebec)
Q18160091,Days_Before_Rodeo
Q18160228,Dorobucci
Q1816028,National_Bank_of_Greece
Q1816034,Third_World_(band)
Q18160718,Ice_(band)
Q18160917,The_57th_Dynasty
Q18161827,Sophie_(musician)
Q18161945,Motion_(Calvin_Harris_album)
Q1816202,University_of_Wolverhampton
Q1816205,The_Thin_Blue_Line_(British_TV_series)
Q18162361,Astro_(rapper)
Q1816244,Persijap_Jepara
Q1816252,Persela_Lamongan
Q18162609,Sucker_(album)
Q18162708,Techno_Animal
Q181633,Mykolaiv_Oblast
Q1816334,Niono_Cercle
Q181634,Scottish_people
Q18163437,Third_Mind_Records
Q18163774,Shizzi
Q1816378,Mopti_Cercle
Q18163865,Small_Town_Throwdown
Q181642,Suzuki
Q18164263,The_Definitive_Monkees
Q18164417,They_Don%27t_Love_You_No_More
Q18164935,Gunnar_%C3%96rn_Tynes
Q1816526,Madman_Entertainment
Q1816551,Philippine_Basketball_Association
Q181659,Ursula_K._Le_Guin
Q1816620,Rugeley
Q1816636,"North_Smithfield,_Rhode_Island"
Q181664,Simon_Jones_(musician)
Q1816652,"Nyack,_New_York"
Q181667,Washington_Irving
Q18166956,Utopia_(Australian_TV_series)
Q1816735,"Lincoln,_Rhode_Island"
Q181674,NMB48
Q1816763,Prisoner_of_War_Medal
Q181677,George_R._R._Martin
Q181678,Dolph_Lundgren
Q18168006,Reunion_(1936_film)
Q18168081,Steve_Hoban
Q181683,Carly_Simon
Q181684,Against_Me!
Q1816849,Soda_Stereo
Q18168774,Windows_10
Q181689,Blind_Willie_McTell
Q18169,Korail
Q1816922,Perak_F.C.
Q1816954,FK_Standard_Sumgayit
Q181696,R%C3%B8dovre_Mighty_Bulls
Q181707,Charles_Fourier
Q1817137,S%C3%A3o_Paulo_State_University
Q1817151,Soci%C3%A9t%C3%A9_de_transport_de_Montr%C3%A9al
Q1817158,Puri_district
Q181716,Scott_Westerfeld
Q181725,Auch
Q181727,Parson_Brownlow
Q181730,John_Flanagan_(author)
Q181734,Annie_(singer)
Q1817355,Lviv_Polytechnic
Q1817381,Gmina_%C5%9Awiecie
Q1817405,Tamta
Q1817425,Jalandhar_district
Q18175283,Coralliophilinae
Q181754,Heart_failure
Q18175589,FC_Montreal
Q1817561,Late_Night_with_Jimmy_Fallon
Q1817575,Needtobreathe
Q1817585,Squirrel_Nut_Zippers
Q1817613,Progressive_Unionist_Party
Q1817686,Troy_University
Q1817687,Combatant_Clergy_Association
Q181774,Ray_Milland
Q181782,Nnamdi_Azikiwe
Q181786,Ronald_Colman
Q1817924,TP-47
Q181799,Richard_Dreyfuss
Q181803,Return_of_the_Jedi
Q181806,Richard_Armitage_(actor)
Q1818068,Lenny_McBrowne
Q1818076,Bradybaeninae
Q1818079,Lennie_Niehaus
Q1818085,NK_Jedinstvo_Biha%C4%87
Q181811,Great_Northern_Railway_(Great_Britain)
Q1818152,Lenny_Hambro
Q1818166,Lenny_White
Q181819,Fredric_March
Q181830,Shumen
